dataset,replicate,age,broad_type,n_cells,ACIN1,CASP2,CASP3,CASP7,DFFA,DFFB,ROCK1,CASP8,DAB2IP,FADD,FAS,FASLG,TNFRSF1A,TNFSF10,TRADD,AIFM1,APAF1,BAD,BAX,BBC3,BCL2L11,BID,BNIP3L,CASP9,DIABLO,ENDOG,OMA1,DAP3,DAPK1,DAPK2,DAPK3,DDIT3,EIF2AK3,MAP3K5,PRKCD,TP53,TP53BP2,UNC5B,ANLN,ANP32E,AURKA,AURKB,BIRC5,BUB1,BUB3,CCNB1,CCNB2,CDC20,CDK1,CENPF,CENPK,CKAP2L,CKAP5,CKS1B,CKS2,CTCF,DLGAP5,ECT2,G2E3,GAS2L3,GTSE1,HMGB2,HMMR,KIF11,KIF20B,KIF23,KIF2C,LBR,MAD2L1,MKI67,NCAPD2,NDC80,NEK2,PLK1,RANGAP1,SMC4,TACC3,TMPO,TOP2A,TPX2,TTK,UBE2C,ATAD2,BLM,CASP8AP2,CCNE1,CDC45,CDC6,CDCA7,CHAF1B,DSCC1,DTL,E2F8,EXO1,FEN1,GINS1,GINS2,GINS3,GMNN,HELLS,MCM10,MCM2,MCM3,MCM4,MCM5,MCM6,MRPL36,MSH2,NASP,ORC1,PCNA,POLA1,POLA2,POLD3,POLR1B,PRIM1,RAD51,RAD51AP1,RFC2,RFC3,RRM1,RRM2,TIPIN,TYMS,UBR7,UHRF1,UNG,USP1,WDR76,proliferation,S_phase,G2M_phase,apoptosis
zebrafish,TDR18,14.0,erythroid,17,1.2620497941970825,0.1769700050354004,0.046734340488910675,0.0,0.06637364625930786,0.059361863881349564,0.2795398235321045,0.05618217960000038,0.06424035876989365,0.0,0.0,0.0,0.04553014039993286,0.014157358556985855,0.07978194206953049,0.27728909254074097,0.023670420050621033,0.08570320904254913,0.009549349546432495,0.009994401596486568,0.0,0.33780914545059204,0.042620424181222916,0.0,0.14732126891613007,0.1395801454782486,0.0072990539483726025,0.32600951194763184,0.08207093924283981,0.02340649999678135,0.01572866179049015,0.0,0.007645404431968927,0.04243526980280876,0.007747945375740528,0.6430693864822388,0.09036523848772049,0.05926356464624405,0.31599709391593933,1.4682015180587769,0.36670175194740295,0.5509675145149231,0.4803851544857025,0.0,0.8780139684677124,0.734039306640625,0.15701615810394287,0.695383608341217,0.6688255667686462,0.9326258301734924,0.22785627841949463,0.2877637445926666,0.26390087604522705,0.6732592582702637,0.2103932946920395,1.067560076713562,1.0135074853897095,0.12939171493053436,0.4249604642391205,0.029814695939421654,0.28393715620040894,3.4405665397644043,0.4340968430042267,0.6591492891311646,0.2613808512687683,0.3545513153076172,0.23322629928588867,0.9893156886100769,0.8506119847297668,1.7534352540969849,0.6887900829315186,0.2612985670566559,0.14918342232704163,0.6980409026145935,0.48164233565330505,0.5412932634353638,0.5357711315155029,0.43897825479507446,0.6338286399841309,0.9025217890739441,0.4678606390953064,0.826296329498291,0.3802688419818878,0.13144433498382568,0.4477175772190094,0.09493263810873032,0.16458724439144135,0.36717063188552856,0.6487983465194702,0.3784300982952118,0.020741896703839302,0.26496621966362,0.45730510354042053,0.10174251347780228,1.0154294967651367,0.20411673188209534,0.2877584397792816,0.33643966913223267,0.8057472109794617,1.08393394947052,0.23349273204803467,1.050335168838501,0.8202391862869263,0.6502516865730286,0.9768505096435547,1.1475305557250977,1.074696660041809,0.04814785718917847,1.273471713066101,0.30642563104629517,1.6452982425689697,0.3479955196380615,0.22803917527198792,0.33892908692359924,0.2776523232460022,0.23644234240055084,0.6981025338172913,0.14881302416324615,0.3189571499824524,0.4026620090007782,0.48309585452079773,0.12507326900959015,0.4417690336704254,0.2561497986316681,0.40869760513305664,0.7282736301422119,0.2745179533958435,0.6175614595413208,0.0712091252207756,0.9202247262001038,0.8079946041107178,1.0401068925857544,0.05422012507915497
zebrafish,TDR18,14.0,macrophage,6,1.5128145217895508,0.16525615751743317,0.09872009605169296,0.14671002328395844,0.09796414524316788,0.15452955663204193,0.30425286293029785,0.13541938364505768,0.1359691172838211,0.0,0.03634374216198921,0.0,0.08316653966903687,0.11757240444421768,0.2825606167316437,0.18605883419513702,0.03620582073926926,0.25031402707099915,0.04994360730051994,0.0,0.0,0.39150214195251465,0.036274779587984085,0.14478695392608643,0.14442025125026703,0.22830022871494293,0.08192095160484314,0.27658846974372864,0.10332915931940079,0.09796414524316788,0.0,0.1023695170879364,0.03620582073926926,0.10627307742834091,0.10560087114572525,0.5699235796928406,0.158244326710701,0.0,0.12494031339883804,2.056955575942993,0.11790578812360764,0.5344955921173096,1.205915927886963,0.02016262151300907,0.7669892907142639,0.2723207175731659,0.2947711646556854,0.19002027809619904,0.7971791625022888,0.48522064089775085,0.18429046869277954,0.3794534504413605,0.26423728466033936,0.5197547078132629,0.03620582073926926,0.6603362560272217,1.3467880487442017,0.08632632344961166,0.2475212812423706,0.07254955917596817,0.10875920206308365,3.333122968673706,0.12903596460819244,0.5567947030067444,0.18903879821300507,0.6733281016349792,0.35847046971321106,0.5106161236763,0.8408024907112122,2.016010046005249,0.9650728106498718,0.1737510710954666,0.09990551322698593,0.11790578812360764,0.539739727973938,0.35712704062461853,0.43128088116645813,0.698406457901001,0.6153380274772644,1.1255701780319214,0.5651564598083496,1.3943909406661987,0.2212660312652588,0.06175832822918892,0.5142579674720764,0.3283923864364624,0.0,0.10332915931940079,0.21206457912921906,0.15776537358760834,0.04682280123233795,0.11869350075721741,0.07503568381071091,0.0,0.29238370060920715,0.2863515615463257,0.1293639838695526,0.4441782534122467,0.5093042254447937,0.9774481654167175,0.08810222148895264,0.4706939160823822,0.5446100831031799,0.2831624448299408,0.35692092776298523,0.9135201573371887,1.322341799736023,0.5211694240570068,1.6292585134506226,0.2660813331604004,1.0326718091964722,0.42315974831581116,0.30281612277030945,0.5441250205039978,0.29514279961586,0.27047091722488403,1.06391441822052,0.17618678510189056,0.3820734918117523,0.5045214295387268,0.4862697422504425,0.02016262151300907,0.8668227195739746,0.18113069236278534,0.19496893882751465,0.1940319538116455,0.22273509204387665,0.3463970720767975,0.5807458758354187,0.8092116713523865,0.6451667547225952,0.9844411015510559,0.31954339146614075
zebrafish,TDR19,14.0,erythroid,5,1.5000921487808228,0.05716254562139511,0.09178180247545242,0.0,0.0716327652335167,0.02743079885840416,0.20566967129707336,0.09907430410385132,0.01371539942920208,0.0,0.04190101474523544,0.0,0.0,0.05921349674463272,0.0693318098783493,0.26202893257141113,0.02973174676299095,0.10395677387714386,0.02095050737261772,0.0,0.0765259712934494,0.21988089382648468,0.05155942961573601,0.04190101474523544,0.15780684351921082,0.276250958442688,0.02743079885840416,0.3999064564704895,0.11806539446115494,0.0,0.04190101474523544,0.0,0.0,0.02743079885840416,0.03466590493917465,0.6146377921104431,0.01371539942920208,0.04190101474523544,0.41074222326278687,1.7625248432159424,0.4994012713432312,0.4991745054721832,0.5085675716400146,0.06121784448623657,0.8745824098587036,0.598015308380127,0.0716327652335167,0.2835512161254883,0.523651123046875,1.0038853883743286,0.1668669581413269,0.2946716845035553,0.3311842978000641,0.5381308794021606,0.06351879239082336,1.0742723941802979,1.3094356060028076,0.05716254562139511,0.31690549850463867,0.0,0.1390308439731598,3.3812243938446045,0.1720270812511444,0.4990770220756531,0.17992131412029266,0.4408784508705139,0.20510616898536682,1.0693187713623047,0.7694411277770996,1.815690040588379,0.653652012348175,0.17629781365394592,0.0,0.6595345139503479,0.5586737394332886,0.781684398651123,0.6468100547790527,0.55875563621521,0.7725966572761536,0.812080979347229,0.35915470123291016,0.9995110630989075,0.4143046438694,0.15518014132976532,0.4643012583255768,0.18208031356334686,0.21442632377147675,0.1678239405155182,0.47145119309425354,0.4056900441646576,0.06121784448623657,0.2121003121137619,0.531352162361145,0.05716254562139511,0.8951610326766968,0.4144544005393982,0.1728868931531906,0.3065432906150818,0.5056198835372925,0.8963916897773743,0.09094959497451782,0.6862668991088867,0.8142924308776855,0.49708420038223267,0.7434767484664917,0.8940107226371765,1.1678931713104248,0.0765259712934494,1.1474679708480835,0.27465587854385376,1.3638163805007935,0.3802565634250641,0.07568806409835815,0.4041556715965271,0.22747302055358887,0.0934501364827156,0.7573603391647339,0.1561327874660492,0.4927043318748474,0.4092737138271332,0.6376376748085022,0.0934501364827156,0.30942776799201965,0.1933777779340744,0.39691048860549927,0.6465956568717957,0.3076234757900238,0.5107125043869019,0.06268266588449478,0.8070511817932129,0.6887871026992798,0.9333783984184265,0.09273750334978104
zebrafish,TDR19,14.0,macrophage,11,1.5801506042480469,0.26010462641716003,0.19303035736083984,0.15634523332118988,0.11017434298992157,0.13288971781730652,0.42345836758613586,0.05014857277274132,0.0,0.03757105767726898,0.02877078764140606,0.0,0.018889427185058594,0.13963258266448975,0.32405030727386475,0.2785953879356384,0.07849803566932678,0.22707439959049225,0.005310255102813244,0.028409533202648163,0.0,0.442236989736557,0.07603592425584793,0.18399880826473236,0.3363555669784546,0.29948127269744873,0.06903800368309021,0.4315336346626282,0.11601445078849792,0.02877078764140606,0.044148847460746765,0.17159909009933472,0.06789644807577133,0.03813403844833374,0.14869165420532227,0.6934504508972168,0.21803849935531616,0.043152786791324615,0.4721965789794922,1.9620964527130127,0.3782568871974945,0.7304876446723938,0.8634268045425415,0.04972080886363983,0.9263654351234436,0.8964974880218506,0.7338472008705139,0.5319550633430481,0.6957805752754211,1.0891743898391724,0.32126468420028687,0.6131235957145691,0.6410199403762817,0.5235190987586975,0.0,1.2396067380905151,1.5469861030578613,0.23771189153194427,0.48038342595100403,0.053341343998909,0.166981503367424,3.1616408824920654,0.36194637417793274,0.8472298979759216,0.36539050936698914,0.9404584765434265,0.4919288456439972,0.8724141716957092,1.0827009677886963,2.0083673000335693,1.1230390071868896,0.27756497263908386,0.3487558662891388,0.7168182730674744,0.6018998026847839,0.7259098291397095,0.6234260201454163,0.8525075912475586,0.9121280908584595,1.2299271821975708,0.5902437567710876,1.0445135831832886,0.3291323781013489,0.1890956461429596,0.6420837640762329,0.3886237144470215,0.0,0.10860919952392578,0.4617657959461212,0.35138699412345886,0.17964841425418854,0.30823051929473877,0.16127918660640717,0.14227785170078278,0.5318451523780823,0.3098031282424927,0.20228983461856842,0.368374228477478,0.5434774160385132,0.8749664425849915,0.24499405920505524,0.37057799100875854,0.38512563705444336,0.17786537110805511,0.18661442399024963,0.762336790561676,0.996830940246582,0.38064107298851013,1.6961867809295654,0.24908827245235443,1.4392987489700317,0.4507944881916046,0.35666942596435547,0.3765921890735626,0.40221062302589417,0.17893622815608978,1.0474613904953003,0.307574063539505,0.40545520186424255,0.471398264169693,0.625850260257721,0.0798502117395401,0.8218492269515991,0.2478046864271164,0.25862038135528564,0.485940158367157,0.1832156628370285,0.5157748460769653,0.4591164290904999,1.1531147956848145,0.7977256774902344,1.532734751701355,0.4123305380344391
zebrafish,TDR22,14.0,erythroid,9,1.2709755897521973,0.2347276210784912,0.05166822299361229,0.0,0.08631696552038193,0.03069423884153366,0.29886820912361145,0.044151704758405685,0.040664274245500565,0.0,0.02169104292988777,0.0,0.02839234471321106,0.0,0.0,0.2747235894203186,0.10823153704404831,0.10998925566673279,0.017234792932868004,0.0,0.016826385632157326,0.27344244718551636,0.06256818026304245,0.017643200233578682,0.16767674684524536,0.15898558497428894,0.02839234471321106,0.4698815941810608,0.07558011263608932,0.0,0.03069423884153366,0.03983133286237717,0.03253687173128128,0.03672260791063309,0.03659255802631378,0.4694371223449707,0.051235381513834,0.017643200233578682,0.1943553388118744,1.2523906230926514,0.2704675793647766,0.5849987268447876,0.2765094041824341,0.03983133286237717,0.7010226249694824,0.41338396072387695,0.08085457235574722,0.3739573061466217,0.38431045413017273,0.38039085268974304,0.25501784682273865,0.09019263833761215,0.2750333845615387,0.4292623996734619,0.04711021110415459,0.8482593894004822,0.8083013296127319,0.02839234471321106,0.14716684818267822,0.015759358182549477,0.05727211758494377,3.3338515758514404,0.10439500212669373,0.3170059323310852,0.20607465505599976,0.17510488629341125,0.11494237929582596,0.858379602432251,0.4795639216899872,1.4680641889572144,0.6109036803245544,0.2181280255317688,0.12210120260715485,0.475211501121521,0.6166967153549194,0.6037197113037109,0.227548286318779,0.5499123334884644,0.47777441143989563,0.5273867845535278,0.2467879205942154,0.45326095819473267,0.4341028034687042,0.12120035290718079,0.3639437258243561,0.2524036169052124,0.1262589544057846,0.4899660646915436,0.5106315016746521,0.45934709906578064,0.041264161467552185,0.14387492835521698,0.6104661226272583,0.12415267527103424,1.2250862121582031,0.441307008266449,0.31269824504852295,0.18871299922466278,0.7952088713645935,1.1403846740722656,0.4198577404022217,1.2061731815338135,0.9960320591926575,0.7304628491401672,1.037221074104309,1.155921220779419,1.0839297771453857,0.14423373341560364,1.4312528371810913,0.408368319272995,1.983375072479248,0.28904616832733154,0.19200940430164337,0.4462491273880005,0.21026048064231873,0.24786114692687988,0.6695533394813538,0.19232195615768433,0.5129415392875671,0.5872642993927002,0.7060113549232483,0.050228942185640335,0.4868294894695282,0.3894183933734894,0.610185444355011,0.624220073223114,0.32900312542915344,0.6597817540168762,0.16587267816066742,0.7817459106445312,0.9709094166755676,0.579684853553772,0.055817194283008575
zebrafish,TDR27,19.0,erythroid,7,1.138721227645874,0.2219167947769165,0.024476390331983566,0.04895278066396713,0.09060484915971756,0.026813695207238197,0.2657775580883026,0.04446689411997795,0.007785963825881481,0.03338085487484932,0.0,0.0,0.25627705454826355,0.019810190424323082,0.1426214873790741,0.4502101242542267,0.17845900356769562,0.10654259473085403,0.04495536535978317,0.0,0.0,0.17550094425678253,0.10055410861968994,0.0,0.047415878623723984,0.24786758422851562,0.047415878623723984,0.530768871307373,0.07349323481321335,0.0,0.049504250288009644,0.11466597020626068,0.0794026181101799,0.03877883404493332,0.03382612019777298,0.5752164125442505,0.0660758689045906,0.014838376082479954,0.22752021253108978,0.8642139434814453,0.4287862777709961,0.6278507113456726,0.33165159821510315,0.040564026683568954,0.7237820029258728,0.4631534218788147,0.05945499986410141,0.5491288304328918,0.6617074608802795,0.5646520256996155,0.11188740283250809,0.22054560482501984,0.3978123068809509,0.4949474632740021,0.13861846923828125,0.8902171850204468,0.7783055305480957,0.18822036683559418,0.34837034344673157,0.014838376082479954,0.2796538472175598,2.7487094402313232,0.24097254872322083,0.39931830763816833,0.20411565899848938,0.1882396787405014,0.2638954222202301,0.9006639122962952,0.7972589731216431,1.5898629426956177,0.5391455888748169,0.2389283925294876,0.0812077671289444,0.6411976218223572,0.5431933999061584,0.7414726614952087,0.34229373931884766,0.3809264004230499,0.7661780714988708,0.7267783880233765,0.2380298376083374,0.6408167481422424,0.4422082304954529,0.0458938293159008,0.1715865433216095,0.0429299958050251,0.173835888504982,0.08940477669239044,0.35314303636550903,0.32820698618888855,0.31935301423072815,0.15181191265583038,0.4371601939201355,0.08012896031141281,0.8994098901748657,0.32489219307899475,0.2986902594566345,0.19858156144618988,0.3136322498321533,0.5690374970436096,0.1874585896730423,0.9878868460655212,0.7332581877708435,0.6532508134841919,0.8296080827713013,0.8655365705490112,0.8875280022621155,0.1616172045469284,1.2255686521530151,0.28470903635025024,1.7409512996673584,0.4711303412914276,0.28657975792884827,0.45041337609291077,0.17229096591472626,0.1896062046289444,0.47490474581718445,0.20531129837036133,0.4519854187965393,0.47053489089012146,0.6704396605491638,0.3867996037006378,0.262637734413147,0.29315635561943054,0.3834163546562195,0.6882133483886719,0.44686922430992126,0.4588663578033447,0.7082943320274353,0.7415159344673157,0.7219982743263245,0.7623643279075623,0.1279197484254837
zebrafish,TDR27,19.0,macrophage,6,1.2167614698410034,0.1355917602777481,0.06318183988332748,0.07932152599096298,0.023496828973293304,0.18636803328990936,0.46695125102996826,0.023496828973293304,0.0,0.04267174005508423,0.028350302949547768,0.0,0.7387403845787048,0.0602816641330719,0.3704625368118286,0.26087212562561035,0.24299435317516327,0.1311686486005783,0.03347976133227348,0.023496828973293304,0.036409102380275726,0.23624229431152344,0.018184809014201164,0.07630947977304459,0.06879964470863342,0.21610695123672485,0.0,0.45795610547065735,0.04408666864037514,0.0,0.03636961802840233,0.15192298591136932,0.047234341502189636,0.06800869107246399,0.11449917405843735,0.8294771313667297,0.018204551190137863,0.023496828973293304,0.028350302949547768,0.6229296922683716,0.023496828973293304,0.14867985248565674,0.0,0.0,0.43294286727905273,0.09881936758756638,0.0,0.18266145884990692,0.08045628666877747,0.13313384354114532,0.0,0.0,0.03636961802840233,0.22244493663311005,0.0,0.37540295720100403,0.20074176788330078,0.04267174005508423,0.0,0.0,0.06010713055729866,1.6560324430465698,0.024287782609462738,0.06241026520729065,0.03007330745458603,0.0,0.0,0.3472513258457184,0.15966741740703583,0.38815322518348694,0.1861283779144287,0.0,0.0,0.07545193284749985,0.3912763297557831,0.2994630038738251,0.08158517628908157,0.13088420033454895,0.04408666864037514,0.20286227762699127,0.09604177623987198,0.13254410028457642,0.1377522498369217,0.019174909219145775,0.15621747076511383,0.1003565788269043,0.08994448184967041,0.11985539644956589,0.14473922550678253,0.07933556288480759,0.15696753561496735,0.06326157599687576,0.17012886703014374,0.03636961802840233,0.20030634105205536,0.019174909219145775,0.07624288648366928,0.05986644700169563,0.24831034243106842,0.13696129620075226,0.019174909219145775,0.41115954518318176,0.3361603319644928,0.2932213246822357,0.23495282232761383,0.41977381706237793,1.0215784311294556,0.09530982375144958,0.5784587264060974,0.10362335294485092,0.76674485206604,0.20402522385120392,0.1040429174900055,0.29299724102020264,0.17828381061553955,0.07624288648366928,0.10362335294485092,0.019174909219145775,0.24475692212581635,0.31775835156440735,0.3064414858818054,0.03636961802840233,0.2597518563270569,0.08970379829406738,0.2858140170574188,0.15547047555446625,0.09049475193023682,0.25923845171928406,0.22123436629772186,-0.07134613394737244,0.031143946573138237,-0.18082411587238312,0.2249150276184082
zebrafish,TDR28,19.0,erythroid,14,0.8175454139709473,0.10794828832149506,0.019324926659464836,0.019944731146097183,0.049547381699085236,0.025901885703206062,0.15271203219890594,0.11332648247480392,0.004605170805007219,0.0307331383228302,0.0,0.0,0.0964943915605545,0.005367194302380085,0.06284714490175247,0.37511616945266724,0.10071861743927002,0.12005476653575897,0.00528813386335969,0.11716660112142563,0.01003775093704462,0.1256762593984604,0.03531428426504135,0.0,0.12483160197734833,0.25993722677230835,0.0,0.3482763469219208,0.0,0.0,0.0,0.04957028850913048,0.019510379061102867,0.00866736937314272,0.019367320463061333,0.7798442244529724,0.06782372295856476,0.018967406824231148,0.26529350876808167,1.1899245977401733,0.37724214792251587,0.7463973760604858,0.3928530216217041,0.08318319171667099,0.7015179991722107,0.4841614365577698,0.06116228550672531,0.37046700716018677,0.5142508745193481,0.796781599521637,0.12254227697849274,0.2127147763967514,0.30571991205215454,0.4161539077758789,0.1961667686700821,0.6151577234268188,0.7923703193664551,0.12404379993677139,0.23262326419353485,0.019401758909225464,0.171932190656662,2.821889638900757,0.30282095074653625,0.4616365432739258,0.2116916924715042,0.2520679831504822,0.24605247378349304,0.7084071040153503,0.8683348894119263,1.8022178411483765,0.5060120224952698,0.2778055667877197,0.05058054253458977,0.6538017988204956,0.4871072769165039,0.5910335779190063,0.47463080286979675,0.2637184262275696,0.7751736044883728,0.7580286264419556,0.34959688782691956,0.4567653238773346,0.3596457839012146,0.15462253987789154,0.0494023859500885,0.049178559333086014,0.09488227218389511,0.10555066168308258,0.36760082840919495,0.33337217569351196,0.20767797529697418,0.10482651740312576,0.2926585078239441,0.02640613727271557,1.0401074886322021,0.29331454634666443,0.3351897597312927,0.19057400524616241,0.19527363777160645,0.3965297341346741,0.14352090656757355,0.7285372018814087,0.5114855170249939,0.5936523675918579,0.6450334191322327,0.7631404995918274,0.8995828628540039,0.11308116465806961,1.0833452939987183,0.17876045405864716,1.687527060508728,0.4152136743068695,0.25290268659591675,0.39885571599006653,0.17848984897136688,0.21376310288906097,0.5086436867713928,0.2196875810623169,0.41958266496658325,0.49713000655174255,0.7094828486442566,0.0,0.22711484134197235,0.4052858054637909,0.42422404885292053,0.6783291697502136,0.4290755093097687,0.3493739664554596,0.6206303238868713,0.641706109046936,0.5514997243881226,0.7380630373954773,0.011670714244246483
zebrafish,TDR28,19.0,macrophage,7,1.1123071908950806,0.22034688293933868,0.08362572640180588,0.06976772099733353,0.018883490934967995,0.09588877111673355,0.45381274819374084,0.044240470975637436,0.0,0.06312395632266998,0.05568540841341019,0.0,0.5820863842964172,0.07853706181049347,0.49268174171447754,0.19803011417388916,0.1353948563337326,0.13971979916095734,0.15978865325450897,0.0,0.0,0.2574912905693054,0.08435630053281784,0.024407636374235153,0.33952122926712036,0.14939188957214355,0.04790899530053139,0.5066881775856018,0.27582818269729614,0.0,0.026693599298596382,0.15174643695354462,0.10771573334932327,0.028991812840104103,0.10948623716831207,0.621036946773529,0.007624328602105379,0.01665411703288555,0.05631041154265404,0.6685312390327454,0.07176436483860016,0.2398676574230194,0.17671047151088715,0.045247338712215424,0.32574135065078735,0.1254774034023285,0.03156784549355507,0.1052948608994484,0.08929932117462158,0.09849794954061508,0.13723835349082947,0.05568540841341019,0.041942257434129715,0.2766033411026001,0.041061755269765854,0.43142685294151306,0.3141959607601166,0.0,0.024407636374235153,0.0,0.13258372247219086,1.9127750396728516,0.0,0.028991812840104103,0.007624328602105379,0.07233952730894089,0.01665411703288555,0.7267714142799377,0.2919146716594696,0.5719447731971741,0.21883222460746765,0.1291898638010025,0.12906982004642487,0.07944314926862717,0.4018830358982086,0.2509751617908478,0.031902775168418884,0.14379394054412842,0.2574525773525238,0.2140967845916748,0.13241828978061676,0.2486618459224701,0.26542529463768005,0.055719103664159775,0.14040055871009827,0.0941561684012413,0.10741988569498062,0.15972068905830383,0.28724735975265503,0.33987417817115784,0.22898872196674347,0.1007898673415184,0.4129888117313385,0.031902775168418884,0.36231961846351624,0.11139931529760361,0.2734876573085785,0.14151743054389954,0.18902945518493652,0.4154665768146515,0.3565427362918854,0.7230826616287231,0.6136442422866821,0.6101834177970886,0.5847185254096985,0.6934656500816345,0.8495548963546753,0.05824393406510353,0.7038334608078003,0.10532992333173752,1.0235636234283447,0.3115988075733185,0.12972350418567657,0.2764209508895874,0.14433662593364716,0.13315962255001068,0.13704529404640198,0.17918869853019714,0.31121161580085754,0.24219121038913727,0.49431905150413513,0.015248657204210758,0.1731075793504715,0.21260693669319153,0.5893291234970093,0.5003677606582642,0.24768726527690887,0.3829258382320404,0.35531336069107056,0.16825933754444122,0.34285345673561096,-0.018238965421915054,0.25780588388442993
zebrafish,TDR29,19.0,erythroid,15,0.9969903826713562,0.1184239313006401,0.04647819697856903,0.007225509267300367,0.07416137307882309,0.011665155179798603,0.27142271399497986,0.03843024745583534,0.0,0.018829191103577614,0.0,0.0,0.028072066605091095,0.007308268453925848,0.04996833577752113,0.3847084939479828,0.02596203424036503,0.047762833535671234,0.006074275355786085,0.0,0.01264902576804161,0.33799949288368225,0.06932945549488068,0.010433190502226353,0.1441066712141037,0.22066931426525116,0.033897411078214645,0.42507389187812805,0.007803342305123806,0.013442191295325756,0.03591786324977875,0.020896077156066895,0.02158992737531662,0.0,0.00970351230353117,0.44657525420188904,0.024777619168162346,0.011603682301938534,0.1232408955693245,1.2904345989227295,0.17502151429653168,0.5801772475242615,0.26214808225631714,0.027088666334748268,0.4946971535682678,0.3930954337120056,0.05963916704058647,0.3145235776901245,0.4422101080417633,0.33219870924949646,0.08771286904811859,0.054851483553647995,0.1837368607521057,0.45400160551071167,0.07997425645589828,0.6834499835968018,0.7294028997421265,0.06403601914644241,0.09776880592107773,0.011669863946735859,0.1427137404680252,2.8881351947784424,0.10696075856685638,0.27351507544517517,0.09815064072608948,0.06413538008928299,0.097037672996521,0.690690815448761,0.5671345591545105,1.3162709474563599,0.5008352398872375,0.10779418051242828,0.04867399111390114,0.2910221517086029,0.6362995505332947,0.5759676098823547,0.18149204552173615,0.20456834137439728,0.382755845785141,0.48045051097869873,0.23663713037967682,0.45394426584243774,0.5090427994728088,0.07049664109945297,0.1257890909910202,0.026765087619423866,0.09583796560764313,0.19910088181495667,0.715327799320221,0.37528857588768005,0.11891021579504013,0.14668123424053192,0.3609747886657715,0.08864708244800568,0.9472607970237732,0.37347424030303955,0.552832841873169,0.1788042187690735,0.5643997192382812,0.8984302878379822,0.2559908628463745,1.2528908252716064,0.8473828434944153,1.0294722318649292,1.128273606300354,1.237053394317627,0.9534277319908142,0.09587068855762482,1.3518245220184326,0.3177293539047241,2.2006890773773193,0.45275384187698364,0.2143813967704773,0.40766918659210205,0.20341433584690094,0.35745468735694885,0.4879698157310486,0.04081125557422638,0.6595118045806885,0.45410892367362976,0.6956213712692261,0.2668713331222534,0.33050215244293213,0.4781951308250427,0.3312682807445526,0.8203924894332886,0.5879520773887634,0.41373661160469055,0.4937353730201721,0.6256668567657471,0.8547176718711853,0.3809989094734192,-0.012448934838175774
