official_fine_cell_type,gene,n_independent_fish,mean_within_fish_log2cpm_difference,sd_within_fish_log2cpm_difference,t_statistic,p_value,fdr_bh
erythroblast,spns2,21,2.846446104808995,2.6033270990977297,5.010532384278671,6.70866760021355e-05,0.0006585055299172048
erythroblast,ppm1ab,21,2.834084512288883,1.5193351700324114,8.548085412377281,4.125615128118564e-08,1.7149431975747394e-06
erythroblast,tent5c,21,2.8164685217239347,1.59778831481167,8.077841146798978,1.0033723564599387e-07,3.436644269597805e-06
erythroblast,tspo,21,2.7974144842809685,1.492689204292419,8.58809964426598,3.830211367133517e-08,1.6291759512760935e-06
erythroblast,st3gal3b,21,2.7705198052463564,1.2161196747244796,10.43985800558003,1.526667962265689e-09,1.610928290183045e-07
erythroblast,slc25a37,21,2.7428935678529838,0.9728964308489614,12.919687028685546,3.6476826846413676e-11,2.271323436320147e-08
erythroblast,arl4ab,21,2.7353682093079663,1.6796030548390033,7.463091851741779,3.351567473784393e-07,8.55036109279255e-06
erythroblast,mibp,21,2.6953567204477236,2.165328266346611,5.704297306015238,1.3933878760120444e-05,0.00017766392947826405
erythroblast,dnajb2,21,2.6888536579935223,1.324364518147312,9.303990896442627,1.0492098252905218e-08,5.828972295341856e-07
erythroblast,clgn,21,2.6343113898953154,1.1465139684866934,10.529249254776714,1.3200105502166535e-09,1.5152506044014178e-07
erythroblast,si:ch1073-184j22.1,21,2.6222335651924147,2.3402188387909204,5.134812011237614,5.045455238983289e-05,0.0005180466485086322
erythroblast,flot1a,21,2.5965931905837256,1.4255384583240478,8.347080905025969,6.010828504404933e-08,2.2935616136070837e-06
erythroblast,zar1,21,2.591284812783808,1.7473295012238947,6.79594706862887,1.314139871727206e-06,2.519456840030461e-05
erythroblast,si:ch211-139d20.3,21,2.581632867176114,2.008579818275071,5.889996465552583,9.22848452205778e-06,0.0001269090089537119
erythroblast,si:ch73-250a16.5,21,2.5621950957580912,1.4858576682930729,7.902138422884376,1.4090497872949657e-07,4.350561515335562e-06
erythroblast,nfe2,21,2.554810673434715,1.4613417377698372,8.011550614548755,1.1399591223982413e-07,3.726875883953771e-06
erythroblast,urod,21,2.5376964613148094,1.2856673708069846,9.045252597098507,1.6629966893110914e-08,8.4803557939126e-07
