official_fine_cell_type,gene,n_independent_fish,mean_within_fish_log2cpm_difference,sd_within_fish_log2cpm_difference,t_statistic,p_value,fdr_bh
erythroblast,prkaa2,21,1.1144202441885425,1.427694167218727,3.5770371850253357,0.0018862842326274982,0.010554804797498554
erythroblast,tuba8l3,21,1.1125569712601684,1.4677877618045818,3.473510727111048,0.0023976851478006702,0.012862825973780091
erythroblast,slc27a1a,21,1.1097345265354654,0.9807597532861707,5.185207133668847,4.496670513080435e-05,0.00046978734016131653
erythroblast,gli3,21,1.1096362359528296,1.642240410683236,3.0963749351437317,0.0056914647892048875,0.02600255395367795
erythroblast,si:ch211-69g19.2,21,1.1096223632751148,1.7314307558668256,2.9368361716424953,0.00815403075176548,0.034554500104214694
erythroblast,rnasekb,21,1.1091243748106858,0.9330381877371131,5.447415196389147,2.479517363169476e-05,0.0002851029289964567
erythroblast,cyhr1,21,1.1076656258112723,1.5369536051349226,3.302612100991291,0.003555005139994782,0.017807411541509232
erythroblast,pcolcea,21,1.1062324291575745,1.7968745130075894,2.8212286423632116,0.010549481912435193,0.0425562470618526
erythroblast,si:ch211-106e7.2,21,1.1061845824799734,0.9558589674022889,5.303266229309909,3.436626696239438e-05,0.00037548328718171636
erythroblast,pir,21,1.103744193863917,1.7049791725800654,2.9666000603370364,0.007627625071248911,0.03284606982426591
erythroblast,sult1st5,21,1.1029453623650567,1.5476840158372287,3.265738069733957,0.0038686853454041057,0.01910663950515961
erythroblast,mtmr3,21,1.1021839503514994,0.9759000947750771,5.175572181305403,4.596683619113049e-05,0.00047823289757438947
erythroblast,kirrel1a,21,1.1007281319860398,0.8522258785269397,5.918818134356758,8.65993048099414e-06,0.00012047930666636623
erythroblast,elavl4,21,1.1003264631003056,1.465760721690243,3.440076699903391,0.002590329677190632,0.013721033719031711
erythroblast,akap7,21,1.0992726413925942,1.305793100880656,3.857808779337405,0.0009808222282709992,0.006208781225799461
erythroblast,hax1,21,1.0992473461445786,0.8070209714976901,6.241949526836148,4.274649722747484e-06,6.607043106680406e-05
erythroblast,kirrel3l,21,1.0979956209693296,0.9815041667957812,5.126466311649307,5.1427048812596666e-05,0.0005262592630263295
erythroblast,igfbp5b,21,1.095209107590424,1.7476268249127689,2.871825132112323,0.009428013852721002,0.03884847246091112
erythroblast,sat1b,21,1.0940936869357276,1.5402753366430355,3.255110965214558,0.0039639989879466575,0.01948032607599374
erythroblast,stx1b,21,1.092408725460474,1.4699741967734503,3.4055330258456076,0.0028053301862313402,0.014637549193468394
erythroblast,tnn,21,1.091257048479096,1.6580817602401916,3.015996042671101,0.006825499484490945,0.030173634927007587
erythroblast,stmn1b,21,1.0903816535643018,1.2835687966552218,3.8928622111025826,0.0009037160926350019,0.00579421617233963
erythroblast,aldh1a2,21,1.0897847003149177,1.5160277745259325,3.2941486721504982,0.00362472733670568,0.01811373305692538
erythroblast,fsta,21,1.089782646010976,1.4909881282203656,3.349464272633334,0.0031921237175131663,0.016332695671386368
erythroblast,nrp2a,21,1.0859219840031227,1.4086496803856907,3.5326879065832815,0.0020906612594793297,0.011482941272035117
erythroblast,AL732567.1,21,1.0831008690911235,1.657843907008174,2.9938836201049277,0.0071739678063849925,0.03136038986108545
erythroblast,vasna,21,1.081519604283143,1.6682015450641987,2.9709512419948383,0.007553466944027844,0.03260373908266266
erythroblast,si:dkey-28b4.7,21,1.0811202366528279,0.979918857279285,5.055842412876574,6.04587518278161e-05,0.000603158493234958
erythroblast,zfpm1,21,1.0786635686993868,1.275377443207745,3.8757604498035407,0.0009405500556387294,0.0060009280875461726
erythroblast,cadm3,21,1.0785018553538503,1.3944097943652967,3.544378710821493,0.0020347583901676393,0.011211808884163323
erythroblast,mdka,21,1.076267544644652,1.184881482410404,4.162507022495666,0.0004810986017020067,0.0034291868375408035
erythroblast,gtpbp1,21,1.07624314521567,0.9642851995221428,5.114633804990705,5.283861610841962e-05,0.0005377620760617072
erythroblast,ckap2l,21,1.0757798281954738,1.394619312271623,3.534901926592701,0.0020799593684878224,0.011431026697608856
erythroblast,chp1,21,1.075168717945237,0.8162270184047439,6.03636234005365,6.688599753135366e-06,9.652905535363954e-05
erythroblast,tpd52l2b,21,1.0751482195852393,0.8216965851778444,5.996067390836235,7.30649969701759e-06,0.00010418597670877212
erythroblast,celf4,21,1.0747050823310242,1.347733198446373,3.6542228055322568,0.001576559219910752,0.009127010381568153
erythroblast,cbx4,21,1.0740625287816115,1.254148692339581,3.9245528614917347,0.0008392151835370804,0.005462365020246691
erythroblast,atoh8,21,1.0717894198074194,1.385131631977567,3.545912916816448,0.0020275323927058287,0.01118547178642357
erythroblast,postnb,21,1.0690891986823676,1.415834448557724,3.460278977257765,0.0024721804612260795,0.013195383454034532
erythroblast,mxra8b,21,1.0680603527638308,1.1545535981055555,4.2392725823665165,0.00040205801013925554,0.0029540603931897365
erythroblast,yap1,21,1.0677935654477217,1.2514986644606523,3.909908159877875,0.0008684314925645003,0.005611261893195258
erythroblast,tfap2b,21,1.065845400904073,1.5467152336527532,3.157864565171811,0.004949455900052405,0.02322664213783805
erythroblast,wipi1,21,1.065815252671983,1.4376555566726381,3.397322153793199,0.0028589570912866354,0.014852393069390048
erythroblast,gpm6ab,21,1.062229102208389,1.6316098079992285,2.983400346326692,0.007345112540643517,0.03192966047015385
erythroblast,olfm1b,21,1.0621959823190024,1.3288358528785187,3.663050994079248,0.00154450887110081,0.008973655416910361
erythroblast,syt5b,21,1.0617130335998635,1.3240693815691118,3.67456600878933,0.0015036711081607488,0.008809143039160824
erythroblast,pcdh9,21,1.0590822573885728,1.7678239980440376,2.7453664035773198,0.012472816974429826,0.04858607606041208
erythroblast,olfml2bb,21,1.055843212895694,1.165099923638868,4.152846761836727,0.0004920902261479201,0.00349030386617585
erythroblast,dcaf11,21,1.0554750736222753,1.2573347711459129,3.84686284831286,0.001006214874531234,0.00634901220854747
erythroblast,elavl3,21,1.0546740968798467,0.9048059624279104,5.341613653265642,3.150151622845836e-05,0.000350038111675883
erythroblast,acer2,21,1.0539516966772442,1.4440374735540042,3.344659343890623,0.0032276035695399693,0.01647122468942133
erythroblast,robo3,21,1.0537031381357442,1.1793203266890395,4.094455324174847,0.00056409152462709,0.003912962030696261
erythroblast,cdkn3,21,1.0524034383436067,1.500963065869906,3.2130826717220313,0.0043638985124286956,0.02102995884217131
erythroblast,dlx2a,21,1.0518379779249971,1.3898581104642527,3.4680713925974267,0.0024280377733702824,0.013005313610389242
erythroblast,rtn1a,21,1.0503315429501836,1.0211939522136138,4.713329715609347,0.00013323819693094569,0.0011761228870014462
erythroblast,sfrp1a,21,1.0490417654459503,1.4937598733457336,3.2182637806160397,0.004312552497008734,0.02083008411187229
erythroblast,metap2b,21,1.0488857787340664,0.6280899340687996,7.6527233055211745,2.297891275361972e-07,6.387299608870891e-06
erythroblast,prc1a,21,1.0485759969059332,1.3823737471189737,3.476034529554519,0.002383728846351736,0.012805617861946148
erythroblast,pmela,21,1.0484197679309755,1.6277184116124415,2.9516548515737187,0.00788771903926423,0.03369553481071998
erythroblast,st8sia6,21,1.048320311634,1.1733057937500246,4.094420402773537,0.0005641375957745165,0.003912962030696261
erythroblast,fibina,21,1.0464765744816806,1.635156465657657,2.932782407236869,0.00822837646253762,0.03480504290004928
erythroblast,rbp4,21,1.0451345995751873,1.480833256298893,3.234265838910872,0.0041576578985464616,0.020202859448569283
erythroblast,hoxb2a,21,1.043814984520346,1.3897379255205544,3.4419159830454644,0.0025793473321699535,0.013668996341140173
erythroblast,cnmd,21,1.0417269532525384,1.562746796323064,3.054744778864741,0.006253909404893524,0.028136438918211517
erythroblast,ptprfa,21,1.0416678593870696,1.5048280365115134,3.1721377451936785,0.004791158142399487,0.02264738518896105
erythroblast,dyrk3,21,1.0395728842070586,0.8513637496232862,5.595635748421707,1.7765115521264243e-05,0.00021661597525594867
erythroblast,si:ch211-195b15.8,21,1.0380344910545947,1.1578862414989235,4.108237457830665,0.0005461996899958478,0.0038071617111372163
erythroblast,epb41a,21,1.037245014774156,1.0748605360963757,4.422205146428379,0.00026227261819366707,0.002065876910750289
erythroblast,crip3,21,1.0360305747515324,1.5116685509309034,3.140694121184051,0.0051466296534683036,0.023964321884403072
erythroblast,rbfox1,21,1.0350683823383904,1.2897916657793282,3.677554551924589,0.0014932481210602846,0.008759303442653176
erythroblast,ska3,21,1.0344351054542358,1.1261892517914296,4.209218978713518,0.0004313207616568127,0.003133089245233367
erythroblast,nhsa,21,1.0326688280592158,1.0095408461737776,4.687559785558296,0.0001414450479326703,0.0012346627076146388
erythroblast,baiap2l1b,21,1.0325545015143698,1.2197228723479003,3.8793723309038337,0.000932648307460753,0.005953282064957133
erythroblast,krt18a.1,21,1.0314257037457248,1.3247111204954467,3.5680128958003468,0.0019262078320549899,0.01073005317206673
erythroblast,gpc4,21,1.0281137755776026,1.3432639822356414,3.5074335811266533,0.002216638252742624,0.01208054637743224
erythroblast,ebf3a-1,21,1.0278212486683556,1.2997572051208697,3.6238065496769143,0.0016921031002575173,0.009659352591669786
erythroblast,st3gal4,21,1.025557958866185,1.270449700592166,3.699238918217806,0.001419732849579344,0.008401778804040718
erythroblast,pde3b,21,1.0246145591907758,0.9503645516746788,4.940602811175583,7.879541090764361e-05,0.0007529613717350061
erythroblast,vasnb,21,1.0240547303951542,1.4784331814579914,3.1741768087114135,0.004768949530825884,0.02256573480134669
erythroblast,acyp1,21,1.0237438014370124,1.1842788039081633,3.9613843014374774,0.0007699926515731023,0.005077615303680743
erythroblast,ankrd39,21,1.0233873158628852,1.1457339275430682,4.093227692275932,0.0005657133772937133,0.00392197608609567
erythroblast,ptgdsb.2,21,1.0231871013926521,1.2022853455486342,3.899933039685057,0.0008889096986387159,0.005714449761400781
erythroblast,syt3,21,1.0229957585343652,1.4914476335969171,3.1432250073685624,0.005117094424609084,0.023859191967904526
erythroblast,syt1a,21,1.0207849519066843,0.8307517297631701,5.630833066959472,1.641851759389126e-05,0.0002036356375173629
erythroblast,g2e3,21,1.0203499847894504,1.5187576640013363,3.0787209516531413,0.005923725096577079,0.0268401978570755
erythroblast,si:ch211-130m23.5,21,1.0202848493945753,1.5293789771432638,3.0571445159398727,0.006220075786777045,0.028002589302630165
erythroblast,rab3aa,21,1.020246664473241,1.208860485977059,3.867574150788783,0.0009587067300245135,0.006087044466147311
erythroblast,zgc:163061-1,21,1.0185065579905608,1.2760694899910938,3.657624787999006,0.001564131299978333,0.00906462657687063
erythroblast,uncx4.1,21,1.0181927584158585,1.3506999954646897,3.454464650302529,0.0025056306801551076,0.013342775176641184
erythroblast,msrb1a,21,1.0171550878065099,1.1800475092121925,3.950002137197532,0.0007907541910173207,0.005192518245706126
erythroblast,slit3,21,1.0169295166889014,1.6908128345537172,2.7561634211818467,0.012179997814462565,0.0476687931583139
erythroblast,cdh2,21,1.0166468558249804,1.0177205238120886,4.577741199918101,0.0001825545293402238,0.0015344312231767893
erythroblast,meis1a,21,1.0163932444684458,1.325814287470229,3.513085522336398,0.002187810634734208,0.011949549027261199
erythroblast,fgfr1a,21,1.0158624938683603,1.4044626327878276,3.314624871562279,0.0034582896510381585,0.017402453517283912
erythroblast,lmo4a,21,1.015108336364494,1.029545981557045,4.518312803218144,0.00020963557410187713,0.0017127313804303154
erythroblast,atp6v0cb,21,1.0149424675432395,1.2534380610476195,3.7106346361102376,0.0013825471041523454,0.008231375825177863
erythroblast,tspan5a,21,1.0145253279443078,1.4636146850105636,3.1764774960023945,0.004744011640195068,0.022470987456621492
erythroblast,lrrc8da,21,1.013059530846792,1.1519311608130742,4.030121018972252,0.0006556772922890615,0.004438045484130194
erythroblast,si:ch211-204c21.1,21,1.0115744529524107,1.4675415819929416,3.158763307709984,0.004939340093461834,0.023199930742017708
erythroblast,atp1b3b,21,1.0097275847630922,1.1948664800515,3.8725273205943256,0.0009476796847700788,0.006029590016620388
erythroblast,gadd45gb.1,21,1.0079603314360692,1.0122215482858268,4.563284119114854,0.0001887990138402307,0.0015710345601172974
erythroblast,sipa1l2,21,1.0075642223728198,1.2922209697110258,3.573103536297898,0.0019035853718182604,0.010633131060931774
erythroblast,tfap2a,21,1.005426778207466,1.2613870271626213,3.6526809120871717,0.001582224089797128,0.00915208051941476
erythroblast,mex3b,21,1.0044257932735594,1.3437252785391676,3.4254451420651653,0.0026793461746224398,0.014079268780074053
erythroblast,si:ch211-51c14.1,21,1.0039365899175696,1.1138593457113384,4.130337850956429,0.0005186866509204001,0.0036515699943549342
erythroblast,CACFD1,21,1.0024774906364675,1.2505276188401044,3.673592581339371,0.0015070816011211405,0.008825354050535429
erythroblast,knstrn,21,1.0012834456535258,1.0683485851599763,4.294906405596447,0.0003530409148782018,0.002646359972591111
erythroblast,bcl2l1,21,1.0009001663052888,0.9768267627378769,4.695510964843083,0.00013885976206263508,0.0012162613045516401
hematopoietic_stem_and_progenitor_HSPC,ccl38.6,17,3.610137084498897,2.956203240445142,5.035166837888649,0.00012191566458952633,0.003275961075429633
hematopoietic_stem_and_progenitor_HSPC,mef2b,17,3.2622188557913243,2.891840941281029,4.651180057763108,0.00026621963786214726,0.005235652877955563
hematopoietic_stem_and_progenitor_HSPC,si:ch211-214p16.1,17,3.2181618341910174,2.0023038890218685,6.626776902072987,5.819113153994588e-06,0.0006163991095746777
hematopoietic_stem_and_progenitor_HSPC,BX005105.1,17,3.1978181533491274,3.0257054684298343,4.357642260738051,0.0004883910229121842,0.007905204465766296
hematopoietic_stem_and_progenitor_HSPC,CT573231.1,17,3.085037255111456,2.5964843125138652,4.898906725715943,0.0001605578719960562,0.0038471604969821183
hematopoietic_stem_and_progenitor_HSPC,si:dkey-183i3.6,17,2.980437715098403,2.5135698472274672,4.888927006933975,0.0001638416444089811,0.0038985216950220268
hematopoietic_stem_and_progenitor_HSPC,si:ch211-167j9.5,17,2.9235757940736025,2.292533352086477,5.258031161245148,7.807325825543553e-05,0.0025992218263409597
hematopoietic_stem_and_progenitor_HSPC,tox2,17,2.8891110709428496,1.6744186020738525,7.114176881984572,2.454497487082573e-06,0.00039612597464650385
hematopoietic_stem_and_progenitor_HSPC,cd226,17,2.8379916447042794,2.4565263030543516,4.76336821681377,0.00021156539825849239,0.004520480296901666
hematopoietic_stem_and_progenitor_HSPC,zgc:136858,17,2.823903972853762,1.059305476178649,10.991403913703365,7.260282319822321e-09,4.411627943519815e-05
hematopoietic_stem_and_progenitor_HSPC,si:ch211-196f2.6,17,2.7231763457081386,2.489361336658103,4.510371212566258,0.0003558286215111512,0.006355571765077105
hematopoietic_stem_and_progenitor_HSPC,CR936442.1,17,2.71561563049972,2.07079069708275,5.407002310229722,5.8154204497930883e-05,0.0022189407542077427
hematopoietic_stem_and_progenitor_HSPC,si:ch211-119e14.1,17,2.642851993884661,2.1372605192600753,5.098469665005172,0.0001073549082374179,0.003086976448240948
hematopoietic_stem_and_progenitor_HSPC,nkl.4,17,2.631918901989916,3.4675086140990863,3.129532133486427,0.00646697318394208,0.04368909364724229
hematopoietic_stem_and_progenitor_HSPC,si:ch211-214p16.2,17,2.6145136547295387,2.908128401306975,3.706822557499465,0.0019145818416426222,0.019570250680128666
hematopoietic_stem_and_progenitor_HSPC,il2rb,17,2.593177365516705,2.2247676770084817,4.805869976663432,0.00019399168769358997,0.004294775355264838
hematopoietic_stem_and_progenitor_HSPC,si:ch211-93g21.1,17,2.5543687755426294,1.9615580994915522,5.369166618654758,6.265515649091459e-05,0.002313518463429666
hematopoietic_stem_and_progenitor_HSPC,nkl.1,17,2.5292311300571373,2.9601251438819425,3.522921023247726,0.0028234887603940145,0.02538699601682784
hematopoietic_stem_and_progenitor_HSPC,si:dkey-19b23.10,17,2.4754275482871297,1.98471335509532,5.142530645016702,9.82866844424602e-05,0.002953007156897814
hematopoietic_stem_and_progenitor_HSPC,si:cabz01036006.1,17,2.4555265497142007,1.7958074392276364,5.637795628764391,3.7051833632855225e-05,0.0017417989457675193
hematopoietic_stem_and_progenitor_HSPC,eomesa,17,2.434575291623486,3.146278433888347,3.1904395277810855,0.005690887784542797,0.04010519043640679
hematopoietic_stem_and_progenitor_HSPC,si:ch211-132g1.1,17,2.3965591039660303,2.228738785485843,4.433568612004723,0.0004171507130457503,0.007117244908215274
hematopoietic_stem_and_progenitor_HSPC,tnfsf14,17,2.3834909212775948,2.0252411260961596,4.852451739942428,0.00017644160105381365,0.004068014710576422
hematopoietic_stem_and_progenitor_HSPC,prkd4,17,2.34587485368506,2.020898181000629,4.786134154188181,0.00020195806827846984,0.004386951388139208
hematopoietic_stem_and_progenitor_HSPC,sox4a-1,17,2.343174400439222,0.9139778684750478,10.570448022306792,1.2625844613834602e-08,5.045369581173747e-05
hematopoietic_stem_and_progenitor_HSPC,ccr2-1,17,2.3390947422809996,1.6606324002702282,5.807627677975027,2.6710025682869355e-05,0.0014360755302570034
hematopoietic_stem_and_progenitor_HSPC,ccl36.1,17,2.334245197022856,2.5143783105801805,3.8277213348993504,0.001483401979494562,0.016390307413384337
hematopoietic_stem_and_progenitor_HSPC,cytip,17,2.3159427140696818,1.8010353993012465,5.301881593606459,7.156883656742685e-05,0.0024905929192954013
hematopoietic_stem_and_progenitor_HSPC,zbtb7c,17,2.309161751326152,2.2014276512300888,4.324883355596081,0.0005228447469832069,0.008301068074933032
hematopoietic_stem_and_progenitor_HSPC,ccl38a.5,17,2.302963564795994,2.328906495830553,4.0771761539599956,0.0008775839197537945,0.011589251326786872
hematopoietic_stem_and_progenitor_HSPC,cdc42ep4a,17,2.299625235318081,1.1689599311424668,8.111140075849827,4.634462905296045e-07,0.00018163784258113858
hematopoietic_stem_and_progenitor_HSPC,skap1,17,2.2979435850900547,1.761515806317984,5.378699463867586,6.148827116362236e-05,0.002298270734841934
hematopoietic_stem_and_progenitor_HSPC,si:dkey-109a10.2,17,2.2900418573606824,2.1054978989227546,4.484490091305549,0.00037539241279711913,0.006601853105826259
hematopoietic_stem_and_progenitor_HSPC,il7r,17,2.2812018893745276,2.060388521105164,4.5649819181698295,0.0003178912329177914,0.005891995646095816
hematopoietic_stem_and_progenitor_HSPC,si:dkey-261h17.1,17,2.2513368916553533,1.5669834817078465,5.923801949097651,2.139958934092705e-05,0.0012598663810479262
hematopoietic_stem_and_progenitor_HSPC,BX120005.2,17,2.249902001269057,1.7744289128120418,5.227926310003444,8.288913331008851e-05,0.0026728610672386577
hematopoietic_stem_and_progenitor_HSPC,lcp2b,17,2.244730269531413,2.7601628950410357,3.3531571701537626,0.0040403024367481385,0.03218516183280638
hematopoietic_stem_and_progenitor_HSPC,zgc:171686,17,2.24326789658796,1.6772216942436653,5.514614147869229,4.709002439657882e-05,0.0019693823465246037
hematopoietic_stem_and_progenitor_HSPC,spi2,17,2.2422616725791404,2.322410117926625,3.9808135716234467,0.0010745143046567633,0.013251225996110377
hematopoietic_stem_and_progenitor_HSPC,si:dkeyp-85e10.3,17,2.2420084012148718,1.9059376391851832,4.850125870688538,0.00017727801080695787,0.004073385449320678
hematopoietic_stem_and_progenitor_HSPC,tyrobp,17,2.2390365608292155,2.1100114568028983,4.375229437809126,0.0004708565778788204,0.007689797050067582
hematopoietic_stem_and_progenitor_HSPC,sh2d1ab,17,2.1931198301985444,2.3924193811315764,3.7796319411475108,0.001641798941130192,0.01756737673553308
hematopoietic_stem_and_progenitor_HSPC,znrf1,17,2.185095782612013,1.7771124702509684,5.069673903379164,0.00011374278225710113,0.0031777324146879528
hematopoietic_stem_and_progenitor_HSPC,zbtb32,17,2.1742867591262454,2.043498899054423,4.386992316172841,0.00045948800010889307,0.007566658633245788
hematopoietic_stem_and_progenitor_HSPC,si:ch211-112c15.8,17,2.167854797011712,1.8960631251755327,4.71413329566954,0.00023397714336279216,0.004833707024215514
hematopoietic_stem_and_progenitor_HSPC,si:ch211-161c3.6,17,2.162873504397076,2.2781166660541223,3.914529947636626,0.0012353784589795092,0.014447429306844782
hematopoietic_stem_and_progenitor_HSPC,samd11,17,2.1388577656432837,1.5924036733659084,5.538003103999021,4.498770042765278e-05,0.0019134148741515612
hematopoietic_stem_and_progenitor_HSPC,si:dkey-81j8.6,17,2.1275896678250232,1.6670418439389463,5.262181606484401,7.743230607538899e-05,0.00259499908363499
hematopoietic_stem_and_progenitor_HSPC,lck,17,2.0945865485593402,2.0054154585634927,4.306440116849567,0.0005433203718547531,0.008495778262746525
hematopoietic_stem_and_progenitor_HSPC,ccr7,17,2.0441905318877343,1.996422751403115,4.221757879656031,0.0006483281529571948,0.009552568676896153
hematopoietic_stem_and_progenitor_HSPC,FO704721.1,17,2.031344806356953,2.199374781713374,3.8081045887662954,0.0015460699272992126,0.01689224550197288
hematopoietic_stem_and_progenitor_HSPC,kcnq5a,17,2.0279865267643244,1.7093229554257816,4.89176292323061,0.00016290154982520172,0.003885606938062561
hematopoietic_stem_and_progenitor_HSPC,mylk5,17,2.027040222752209,1.6672973812983074,5.0127236085951585,0.0001275532465276731,0.0033680686414694046
hematopoietic_stem_and_progenitor_HSPC,si:dkey-11f4.20,17,2.021108938238817,2.4600808623454906,3.3873868785327326,0.003758881440595283,0.030670433540615178
hematopoietic_stem_and_progenitor_HSPC,ccr9b,17,2.0101717470413933,2.3992648106763936,3.4544542152258213,0.003262742962806425,0.028016698962314325
hematopoietic_stem_and_progenitor_HSPC,zgc:136605,17,2.0076895860533197,2.0428763574961213,4.0520887112798025,0.0009250372181696327,0.011999198321312216
hematopoietic_stem_and_progenitor_HSPC,nuggc.3,17,2.0016116519631497,2.0202777298664407,4.0850107589201174,0.00086327550120104,0.011480350642486929
hematopoietic_stem_and_progenitor_HSPC,ftr70,17,1.9954782899557553,2.024031112059657,4.064941350996379,0.0009004103437098593,0.01177505757932098
hematopoietic_stem_and_progenitor_HSPC,prkcha,17,1.9684645030108194,1.8842895046741004,4.307293038601479,0.0005423557092073125,0.0084935797550963
hematopoietic_stem_and_progenitor_HSPC,mylka,17,1.940768775627918,1.545149009388482,5.178785093342866,9.141828421978726e-05,0.002833966810813405
hematopoietic_stem_and_progenitor_HSPC,zgc:174945,17,1.9405157664239312,1.3551428000378838,5.904139012448434,2.221488482756051e-05,0.001283447436974987
hematopoietic_stem_and_progenitor_HSPC,tcf7,17,1.927546041232983,2.5050881297644056,3.1725334657157127,0.005908994108550818,0.04112462033690809
hematopoietic_stem_and_progenitor_HSPC,cd40lg,17,1.904844950236921,1.627534086403573,4.82562976460067,0.00018633808150565677,0.004196121191150315
hematopoietic_stem_and_progenitor_HSPC,tbx21,17,1.9038016200271637,1.676944269808906,4.680880164543871,0.00025047694386332904,0.005052819819772377
hematopoietic_stem_and_progenitor_HSPC,gpr55a,17,1.900875389052116,1.7341763235360619,4.519442402614464,0.00034922059520997177,0.006279453190532437
hematopoietic_stem_and_progenitor_HSPC,cyth4a,17,1.879105146143189,1.5188733937150833,5.100984078889878,0.00010681494681047056,0.0030797686912224314
hematopoietic_stem_and_progenitor_HSPC,stk17al,17,1.8598779885623449,1.950708090130641,3.9311229785745634,0.0011929586304556935,0.01412509795514061
hematopoietic_stem_and_progenitor_HSPC,si:dkey-238d18.7,17,1.8417442177215353,2.1703745530558254,3.498799750644302,0.0029710701643367635,0.026344961201867842
hematopoietic_stem_and_progenitor_HSPC,nab1a,17,1.8348516763396925,2.120968899343978,3.5669015567508544,0.0025729811882579377,0.02379964224540004
hematopoietic_stem_and_progenitor_HSPC,nuggc.1,17,1.8106277355119493,1.8085782040462128,4.1277780443703325,0.0007892318791859557,0.010780148692703594
hematopoietic_stem_and_progenitor_HSPC,nfil3-4,17,1.8017491891094337,1.8976014571724593,3.9148379600416874,0.0012345773309885124,0.014447429306844782
hematopoietic_stem_and_progenitor_HSPC,ptpn4b,17,1.799342375768837,1.5143979963584486,4.898896254342861,0.000160561281904302,0.0038471604969821183
hematopoietic_stem_and_progenitor_HSPC,tradv14.0,17,1.7855933900567267,2.000644201442725,3.679909774211477,0.0020265544568705556,0.020343403411724734
hematopoietic_stem_and_progenitor_HSPC,gab2,17,1.780553132967672,1.345710247962663,5.455415569855902,5.2877229265573894e-05,0.0020933431239552954
hematopoietic_stem_and_progenitor_HSPC,si:ch73-208g10.1,17,1.7790011528039154,1.8610697439589412,3.9412868243738166,0.0011677039103438007,0.013946868428507694
hematopoietic_stem_and_progenitor_HSPC,acap1,17,1.7613180152233043,1.4392389276268205,5.045791965232284,0.00011933670157089853,0.003248018261505557
hematopoietic_stem_and_progenitor_HSPC,myb,17,1.7544678825557742,1.545705164117717,4.679971681831235,0.00025094407614268234,0.005053464773157775
hematopoietic_stem_and_progenitor_HSPC,CU207241.1,17,1.7529409725325162,1.432731593182423,5.044602087101641,0.00011962270097489003,0.003249355248758523
hematopoietic_stem_and_progenitor_HSPC,si:ch211-222l21.1,17,1.7525439598133208,1.0901670859710744,6.6282718977999675,5.803438177747299e-06,0.0006163991095746777
hematopoietic_stem_and_progenitor_HSPC,dnmt3ab,17,1.7351914969897846,1.8115709222840808,3.9492673098009683,0.001148253040605846,0.013774517782694092
hematopoietic_stem_and_progenitor_HSPC,sox12,17,1.7291015622533306,1.4846858523830886,4.801869949220377,0.0001955798564634749,0.0043167605487332535
hematopoietic_stem_and_progenitor_HSPC,mpl,17,1.7242630342890606,1.8217972470910033,3.902365440541625,0.0012674407175439605,0.014679409591257268
hematopoietic_stem_and_progenitor_HSPC,ets1,17,1.720722803777817,1.2134595916875,5.846689845286584,2.478663294415565e-05,0.0013765612850666202
hematopoietic_stem_and_progenitor_HSPC,cxcr3.1-1,17,1.7141999287860819,1.9623823327359788,3.601656645551446,0.0023908307767514813,0.02269634683743145
hematopoietic_stem_and_progenitor_HSPC,bach2b,17,1.7114041755830394,2.159216367424261,3.267991244652094,0.004834438771405409,0.036190813844169945
hematopoietic_stem_and_progenitor_HSPC,gata2b,17,1.706381600995985,1.9811159148836235,3.551327575363154,0.002659042920975567,0.02432505586427632
hematopoietic_stem_and_progenitor_HSPC,themis,17,1.6987444431222203,2.166655008390989,3.232680211108175,0.005207340348188621,0.037734437109448654
hematopoietic_stem_and_progenitor_HSPC,si:ch211-105j21.9,17,1.6937125654173282,1.789595682220778,3.9021975052966105,0.0012678891720830554,0.014679409591257268
hematopoietic_stem_and_progenitor_HSPC,ighv1-4,17,1.6922665234523389,2.173576000183735,3.2100987599701925,0.005460563788736283,0.03894218028177279
hematopoietic_stem_and_progenitor_HSPC,traf1,17,1.6818004683508319,1.7065818838161584,4.063233670755832,0.000903643808419606,0.011805460897138995
hematopoietic_stem_and_progenitor_HSPC,si:ch211-149e23.4,17,1.6585644805476112,2.0105074069386006,3.4013485931933847,0.0036497654615681497,0.03005924636222343
hematopoietic_stem_and_progenitor_HSPC,cdk6,17,1.6356188714170967,1.7064452654446036,3.9519752005342976,0.0011417276778793648,0.013732266042358778
hematopoietic_stem_and_progenitor_HSPC,clec14a,17,1.6332979441023066,2.041509173244386,3.298667490646554,0.004532006614513479,0.034753414254303186
hematopoietic_stem_and_progenitor_HSPC,bmp16,17,1.6294251568305598,2.0601368732724152,3.261090133287784,0.004905180232415557,0.0364500595006286
hematopoietic_stem_and_progenitor_HSPC,jam2a,17,1.6127439513705562,1.9775284673726505,3.3625375150282193,0.00396116448017901,0.03172053342490109
hematopoietic_stem_and_progenitor_HSPC,fmnl3,17,1.5912741927790408,2.0087207981157347,3.2662536188712505,0.004852155085801476,0.03622020930338876
hematopoietic_stem_and_progenitor_HSPC,wu:fc75a09,17,1.5883868263555674,1.4212573682227578,4.607952652230096,0.00029096172362532633,0.005573918225567675
hematopoietic_stem_and_progenitor_HSPC,id3,17,1.5874364041654319,2.132645969204372,3.0690363345992084,0.007340610712742168,0.0474751661725793
hematopoietic_stem_and_progenitor_HSPC,zgc:152891,17,1.5815905977793543,2.0170352439165495,3.232995115378286,0.005203892359749056,0.037729594844005114
