official_fine_cell_type,gene,n_independent_fish,mean_within_fish_log2cpm_difference,sd_within_fish_log2cpm_difference,t_statistic,p_value,fdr_bh
microglia,srgap2,12,3.539166703514263,0.9189381333623,13.341521750792214,3.886257596331588e-08,1.974434762136243e-05
microglia,CR759843.2,12,3.480800874116983,2.3508900301414064,5.129056559602776,0.0003287932676005589,0.005789758213492513
microglia,si:ch73-158p21.2,12,3.47783525727802,0.6680372162106791,18.03428677261054,1.6166129656990377e-09,3.677529954982866e-06
neutrophil,lyz,14,10.44690732954447,1.6229011738896042,24.085722906250023,3.5973749204883005e-12,4.6997133782665014e-09
neutrophil,npsn,14,9.214675605236582,1.7154531971079825,20.098571679591444,3.5697994688581676e-11,2.3318440101934243e-08
neutrophil,mmp13a-1,14,7.972327441773567,1.5222234822051828,19.59614879878188,4.912560780920894e-11,2.995024556101438e-08
neutrophil,si:ch1073-429i10.1,14,7.8669936795018405,1.2099004300666545,24.328940035991504,3.1652605096264974e-12,4.570469583242261e-09
neutrophil,ch25hl2,14,7.740684030295321,0.9848390151472172,29.408854782533247,2.803696766884557e-13,6.992674618134346e-10
neutrophil,mpx,14,7.740505979649677,2.160900210060419,13.402896275027105,5.4895556480990096e-09,1.1409542364060328e-06
neutrophil,abcc13,14,7.047400147602622,1.0691040763200115,24.66453678728298,2.6582356880618185e-12,4.289923300116235e-09
neutrophil,abcb9,14,7.021006080662163,0.6493478244983822,40.456282862867724,4.6301377620063434e-15,4.234260983354801e-11
neutrophil,CR354540.1,14,6.80564951803955,0.750238301201773,33.94176057151028,4.447787270800758e-14,2.440500875488376e-10
neutrophil,scpp8,14,6.597580822381106,1.1156978669064632,22.12596057689689,1.0579634079478044e-11,8.639007925197263e-09
neutrophil,mmp13a,14,6.527901215659878,2.0363671847979354,11.994482127803506,2.1013208580346445e-08,2.9116029161707307e-06
neutrophil,sult2st1,14,6.410975661163972,0.7857668603981202,30.527724759056937,1.7367134615630829e-13,5.294081535331463e-10
neutrophil,cebp1,14,6.395723454742858,0.7960176777928647,30.06290761601535,2.1145778225733433e-13,5.801344256229967e-10
neutrophil,mmp9,14,6.2448664901219715,2.119226759277608,11.025790765376554,5.729870991518736e-08,6.632869647777068e-06
neutrophil,si:ch211-9d9.1,14,5.945435493526562,4.1596992229976895,5.347930568862187,0.000132464183882004,0.002377521749892401
neutrophil,cpa5,14,5.917299698474781,2.2854214701291564,9.687713367505097,2.596634574630405e-07,2.052987595244529e-05
neutrophil,il6r,14,5.81983374121665,0.9298723980261857,23.418077527456926,5.144667770277854e-12,5.2688576979532764e-09
neutrophil,si:dkey-19b23.14,14,5.7217732982393406,0.697547009328993,30.691716888582867,1.6213129740320948e-13,5.294081535331463e-10
neutrophil,ppdpfa,14,5.714692936236132,0.7779824466059828,27.48445434893229,6.670592471397175e-13,1.407751572713704e-09
neutrophil,BX908782.2,14,5.653832215610547,3.7796991519510197,5.596927750770842,8.669849188744897e-05,0.0017519922817460746
non_specific_hematopoietic,gins2,23,1.0015164939093346,1.5653950479373846,3.068301754842488,0.005626461831847105,0.02095032306687369
